Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude
"NEW CONSTRUCTION - INCLUDES 6 APPLIANCES, HEAT AND HOT WATER",2175,"Arkle Lane, Lower Sackville, NS",2024-03-11T17:30:10.000Z,a day ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,Limited,1,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"2 Bedroom Available Now or Later starting at $2175 per month,Available at Mustang Apartments is situated next to the Sobeys off of Old Sackville Road which is just off of Hwy 102 Beaver Bank exit and walking distance to the metro link. . Walking trail to shopping center, and the bus terminal,The rent includes Heat, Hot water, Fridge, Stove, Dishwasher, Microwave, Washer & Dryer, Heat pump, A/C unit, Balcony, on site Building Manager, Fitness Room, Community Room and Security doors.,Parking is not included in the rent. Indoor parking available, as well as charging station for electric cars. Pets Allowed with approval of Property Manager but NO DOGS.,We allow smoking outside on the balcony only.,Attached is a video of one of the 2 Bedrooms:
https://youtu.be/2_ZEms8E0vk,For General information or for a viewing in person of the apartment please call Patrick at 902-830-1624. Please try to call between 9am and 4:30pm Monday-Friday.,If interested in a video viewing of the apartment, please apply online at our website at www.bandnproperties.ca and someone in the office will be in contact with you regarding your application.,For up to date or other availabilities please visit our website at www.bandnproperties.ca",44.7685,-63.69357
"Dartmouth 1 Bedroom Apartment for Rent - 15, 25, 35 Leaman Drive",1829,"35 Leaman Drive, Dartmouth, NS, B3A 2K6",2024-03-11T17:53:54.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,722,No,Laundry (In Building),No,,No,"Pool,Elevator in Building",Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.",44.68643,-63.58052
"Dartmouth Bachelor Apartment for Rent - 15, 25, 35 Leaman Drive",1599,"35 Leaman Drive, Dartmouth, NS, B3A 2K6",2024-03-11T17:55:34.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Yes,603,No,Laundry (In Building),No,,No,"Pool,Elevator in Building",Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.",44.68643,-63.58052
2 Bedroom Apartment for Rent - 200 Willet Street,2471,"200 Willet Street, Halifax, NS, B3M 3C5",2024-03-11T18:22:24.000Z,a day ago,Apartment,2,1,,Not Included,0,1 Year,No,981,No,Laundry (In Building),No,,No,,Professional,www.metcap.com,,44.65635,-63.65017
1 Bedroom Apartment for Rent - 200 Willet Street,2028,"200 Willet Street, Halifax, NS, B3M 3C5",2024-03-11T18:23:00.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,No,747,No,Laundry (In Building),No,,No,,Professional,www.metcap.com,,44.65635,-63.65017
Amazing Panoramic City View,2450,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-11T18:24:00.000Z,a day ago,Apartment,2,1.5,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.templetonproperties.ca,,44.63808,-63.57532
1 Bedroom Downtown Halifax for July,1595,"5958 Spring Garden Rd, Halifax, NS, B3H 1Y7",2024-03-11T18:24:00.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,470,No,Fridge / Freezer,No,,No,,Professional,,"LOCATION, LOCATION, LOCATION! This building is centrally located in the heart of south end Halifax! Close to both DAL & SMU this location is ideal for students or those working on campus! Step outside and you will find a number of Halifax's favourite restaurants and cafes. Need to get somewhere in a hurry? This building is serviced by several major transit routes headed in all directions around the HRM. Want to stop and smell the flowers? it is only 2 minutes to the famous Halifax Public Gardens. You can get just about anywhere in downtown Halifax from here within 10 minutes!,- Fridge,- Stove,Water,Heat,Hot water.,Power, - $150/monthly,- Cats Allowed,- Tenant Insurance Required,- 6-month Fixed Term Lease,Leasing Agent,902.404-8058,charkins@paramountmanagement.ca",44.64051,-63.58575
"2 Bedroom Apartment for Rent - 211, 221 Glenforest Drive",2599,"221 Glenforest Drive, Halifax, NS, B3M 1J3",2024-03-11T18:25:14.000Z,a day ago,Apartment,2,1,,Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Unit),No,,No,,Professional,www.metcap.com,,44.65689,-63.64872
2 Bedroom Apartment for Rent - 22 BEDROS LANE,2532,"22 BEDROS LANE, Bedford, NS, B3M 4W9",2024-03-11T18:28:17.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,No,"1,154",No,"Laundry (In Building),Fridge / Freezer",No,,No,"Gym,Elevator in Building",Professional,www.metcap.com,,44.69917,-63.66665
1 Bedrooms @ The Aya,2195,"5623 Fenwick Street, Halifax, NS, B3H 1R1",2024-03-11T18:30:00.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,24 Hour Security,Elevator in Building",Professional,www.templetonproperties.ca,"Welcome to The Aya featuring 23 bright and spacious open concept 1 bedroom apartments for rent in Halifax, 5 of which offer the convenience of barrier-free living and their own separate entrance and unique civic address. Perfect for the mature student or working professional looking to live and work in the vibrant South End our stylish industrial-chic apartments feature exposed brick and columns, built-in air conditioning for those warm summer days, and 6 high-end stainless steel appliances in our modern two-toned kitchens along with plenty of natural lighting.,This 2nd phase of our South Village Community also offers residents access to our gym, social room, and ample underground parking due to its connection to our newly launched The Vuze apartments.,Welcome to Halifax newest neighbourhood South Village located in the sought-after South End close to downtown, Dalhousie University, Saint Marys University, Hospitals, bars, shopping, dining, and more. Our vision for South Village is to create a neighbourhood where people can come and leave their footprint. To support locals, and create a welcoming community open to creative minds and ideas and some of the finest apartments for rent in Halifax.,Contact us today about making The Aya your new apartment home.",44.63791,-63.57525
23-091 Beautifully upgraded FURNISHED flat in Downtown Halifax,2275,"Bishop Street, Halifax, NS, B3J 1C9",2024-03-11T18:47:02.000Z,a day ago,Apartment,1,1,Water,Not Included,1,1 Year,No,Not Available,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com,,44.64314,-63.5714
"24-016 Lovely furnished condo. Halifax,  Heat and Lights incl",2000,"Dunbrack Street, Halifax, NS, B3M 3G7",2024-03-11T18:52:34.000Z,a day ago,Apartment,1,1,"Hydro,Heat,Water",,1,1 Year,Limited,Not Available,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Concierge,Bicycle Parking,Elevator in Building",Professional,www.halifaxqualityhomes.com,,44.6556,-63.65131
24-008 Nicely renovated 2 bed close to downtown!,2150,"John Street, Halifax, NS, B3K 4K6",2024-03-11T18:53:10.000Z,a day ago,Apartment,2,1,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com,,44.65402,-63.59283
16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2",2024-03-11T18:53:42.000Z,a day ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,Not Available,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.halifaxqualityhomes.com,,44.70197,-63.75539
23-107 Large upper-level flat in the North End,2475,"Robie Street, Halifax, NS, B3K 4P2",2024-03-11T18:54:11.000Z,a day ago,Apartment,4,1,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com,,44.65679,-63.59795
"**FREE MONTH! ** Move in now, don't pay until March!",2884,"5800 South St., Halifax, NS, B3H 0A7",2024-03-11T11:22:17.000Z,2 days ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com,"5800 South is located in the citys most sought-after South End neighborhood. With the urban scene of Spring Garden Road district just blocks away, it is also convenient to the nearby markets, hospitals, universities, parks, downtown central business district, and entertainment venues.,5800 South has been carefully designed to offer a vibrant and serene living environment by utilizing natural and sustainable materials, artful color schemes, and quality finishes throughout. The lush rooftop gardens bring the beauty of the outdoors to your doorstep, creating a sense of ease, privacy, and well-being in the heart of the city.,Amenities",44.63744,-63.58012
1br May 1st North End Halifax,1895,"Gottingen Street, Halifax, NS",2024-03-11T11:26:01.000Z,2 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,594,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"#317- ($1725) May 1st. #425- ($1895) May 1st,The VÉLO puts you right in the heart of Halifax's energetic and eclectic North End - one of the hottest places to be right now - and just a quick walk or bike ride to the downtown.,Completed in 2018, the VÉLO is more than an apartment building, it’s a way of life.
Community amenities include:
Interesting retail shops on the ground floor such as Real Fake Meats, Vandal Doughnuts, Springhouse, Blue Collar Barbershop, G Street Pizza and Tusket Falls Beer Project.
•	Community gym
•	Rooftop BBQ patio with view of the harbour
•	Community Garden,Building and Apartment Unit Amenities Include:
•	Energy efficient In-floor heat
•	Air conditioning
•	Triple glazed windows for energy and sound reduction
•	Quartz countertops with eat in kitchens
•	In suite laundry plus stainless steel Fridge, Stove, Dishwasher, Microwave
•	Each unit has its own ventilation system
•	Pre-wired for Fibe TV and Internet service
•	Public transit at your door 3 to 4 blocks to Downtown and the Halifax Commons
•	Indoor bike parking and maintenance centre
•	Cats allowed. Sorry no dogs or other pets are permitted
•	All units have balconies (except studios)
•	Rent includes heat and hot water,** Please note that applications must be completed in full for viewing appointments.
http://veloapartments.ca/veloapply.php,http://www.veloapartments.ca/velo1bedden.php,*Pics are representative of units and may not be the specific unit for rent*",44.65389,-63.58637
2 Bedroom 2 Bathroom,2625,"2600 Beech Street, Halifax, NS",2024-03-11T12:31:56.000Z,2 days ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Limited,"1,149",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"April 1st,Welcome to the Jonathan 2600 Beech Street,Discover your new home in our modern residential building for rent.,This 2 bedroom, 2 bathroom is located in the center of Halifax.,The location is close to the grocery stores, mall, Gyms, bus routes and bike routes!,Heat &hot water included
All Appliances Included (Stainless Steel)
(Stove/Fridge/Microwave/Dishwasher)
In Suite Laundry
A/C Included
2 Balconies
Cat Friendly,Underground Parking is $160/month",44.64798,-63.60436
Luxury 2 Bed Corner Bright Dog Friendly Unit Seniors Only $2295,2295,"Appaloosa Run, Hammonds Plains, NS",2024-03-11T12:56:09.000Z,2 days ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Yes,"1,300",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,,"Please call luke for more information.
EMAIL: luke@unitedgulf.ca
PHONE: luke 902.440.0000,When reaching out ask to speak to Luke our senior leasing specialist for more info and showings!,This unit is $2295.00 for May/June it is in one of our current building where we also have upcoming brand new 1 Bed + Dens, 2 bed + dens in a new build set for completion Fall 2024,The pictures for this ad are of a similar unit and finishings. This is a very modern and respected building/unit. Perfect for someone downsizing or seeking comfort and tranquility.,Welcoming adults 50+, seniors, retirees, and empty nesters.,Shiraz Gardens is a premier community designed for 50+ adult professionals and seniors seeking a quiet and luxurious living experience.,Shiraz 6 is a stunning building boasting state-of-the-art features that cater to the needs and preferences of tenants. The building is designed with comfort and convenience in mind, providing amenities that make daily living a breeze. The 8 ft deep balconies offer a serene outdoor space for residents to relax and enjoy the views, while the concrete slab structure ensures durability and stability.,The building is equipped with split heat pumps and in-floor heating, providing energy-efficient and customizable climate control options for each unit, ensuring residents are comfortable year-round. Additionally, the presence of 2 elevators powered by a generator ensures uninterrupted access to all floors, regardless of power outages, providing convenience and peace of mind.,One of the highlights of Shiraz 6 is its modern and fully decked common area, which serves as a hub for socializing and community events. Tenants can gather and host events, get-togethers, and activities, fostering a sense of community and camaraderie among the residents. The common area is thoughtfully designed with luxurious amenities, providing a space for relaxation and leisure.,Shiraz Gardens is an ideal choice for those looking to downsize from home ownership or seeking a comfortable and luxurious lifestyle in a community that caters to their needs. With its state-of-the-art features, modern common area, and welcoming atmosphere, Shiraz 6 is set to be a sought-after addition to this thriving community.,SUITE TYPES AVAILABLE:
1 Bed
1 Bed + Den
2 Bed
2 Bed + Den,PET POLICY: DOGS allowed in this unit
SMOKE POLICY: STRICTLY NON-SMOKING,BUILDING FEATURES:
•	+50 Adults Only Luxury Apartment
•	6 brand-new stainless-steel appliances
•	Split Heat Pump
•	Large 8 ft Deep Balconies
•	Concrete Slabs between floors (quiet building)
•	2 State of the Art Elevators
•	Underground Parking with Storage Lockers
•	Quartz Counters
•	In-floor Premium Heating
•	On-site Building Supervisor
•	Common area/Amenity Room
•	2 New Fully Functional Electric Car Charging
Stations
•	Plenty of Visitor Parking,What is Included:
•	6 Brand New Appliances
•	Split Heat Pump
•	Premium Roller Blinds
•	Heating
•	Water / Hot water,TENANT COVERS:
•	Power
•	Wi-Fi/Cable
•	Tenant Insurance
•	Ground Level Indoor Parking,Please call Luke at 902.440.0000 and or send an email to luke@unitedgulf.ca answering the following questions:
1)	How many occupants?
2)	Ages (all over 50 for community requirements)?
3)	Any pets?
4)	How many vehicles?",44.72471,-63.74775
