Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude,extraction_date
"2 BEDROOM INCLUDES HEAT, HOT WATER, BALCONY AND 1 PARKING",1600,"Old Sackville Road, Lower Sackville, NS",2024-03-19T15:58:13.000Z,about 8 hours ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,1,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,,Owner,,"July 13, 2024: 2 Bedroom starting at $1600,August 1, 2024: 1 Bedroom starting at $1375 with Dishwasher.,Available at Sackville View Apartments is situated next to the RCMP station on Old Sackville Road which is just off of Hwy 102 Beaver Bank exit and walking distance to the metro link.,The rent includes Heat, Hot water, Fridge, Stove, 1 Parking, Onsite laundry facilities, balcony, Building Manager, and Security doors.,Pets Allowed with approval of Property Manager but NO DOGS.,Close to shopping center, and the bus terminal.,We allow smoking outside on the balcony only.,If interested in the apartment, please apply online at our website at www.bandnproperties.ca and someone in the office will be in contact with you regarding the apartment to do a showing.,For General information on the apartment please call Patrick at 902-830-1624,Pictures are general pictures may not be of the actual apartment for rent.,For up to date availabilities and availabilities in other apartments in the area please visit our website at www.bandnproperties.ca",44.76803,-63.69438,2024-03-19
Kline ~ 1 Bedroom Main Floor Flat just off Quinpool!,1550,"2026A Kline Street, Halifax, NS, B3L 2X3",2024-03-19T16:00:01.000Z,about 8 hours ago,Apartment,1,1,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Professional,www.ansellproperties.ca,"~ Live in the heart of Halifax, live in a charming , just off Quinpool Road and be near everything! This flat has been lovingly updated throughout and features brand new washer and dryer, fridge, stove, microwave and dishwasher. It also has a brand new heat pump so tenants can cool off in the summer and warm up in the winter!,Enter and discover a spacious, bright Living Room with gorgeous cork flooring. A small hallway leads you to a renovated eat-in Kitchen with modern cabinets & countertops. The Bedroom has a stackable Washer & Dryer right in it with a big window & closet space and the Bathroom has a stand-up shower unit.,A back door leads you to a small deck with vegetable garden ready for planting on the green space and good size backyard to share with the upstairs tenants! Parking for 1 car, steps away from bus stop and all the amenities off Quinpool Road! This is a perfect home for a young professional(s) or working student with Dalhousie University and the downtown core in walkable distances!, Tenant pays heat / hot water and power with on demand heating and a heat pump for heat and cool air in the summer months. Municipal water is included in the rent.",44.64476,-63.60169,2024-03-19
Beautiful 2 bedroom available for April 1st!,2395,"2060  Quingate Place, Halifax, NS, B3L 4P7",2024-03-19T16:11:02.000Z,about 8 hours ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,Bicycle Parking,Professional,killamreit.com,"You cant beat this location! Quinpool Tower is situated in the heart of Halifax, with a grocery store and pharmacy just a stone throw away! Within walking distance to universities, shops and restaurants, you truly cant get more central!,This BEAUTIFUL, newly renovated 2-bedroom apartment has all the bells and whistles!,Are you interested in calling this spectacular apartment home? Send me an email, I would love to chat about it!,We are available to do showings on this apartment as well!",44.64703,-63.59388,2024-03-19
Beautiful 2 BR at The Alexander - Avail May 1st,2695,"5121 Bishop Street, Halifax, NS, B3J 0E5",2024-03-19T16:11:32.000Z,about 8 hours ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Yes,976,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Concierge,Bicycle Parking,Storage Space,Elevator in Building",Professional,killamreit.com,,44.64371,-63.56977,2024-03-19
"Luxury, one bedroom furnished unit, Oceanside",2600,"Ketch Court, Head Of Saint Margarets Bay, NS",2024-03-19T16:15:30.000Z,about 8 hours ago,Apartment,1,1,"Hydro,Heat,Water",,2,Month-to-month,Yes,"1,600",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",Outdoors only,,Owner,,"A very large one, Oceanside unit in head of st Margaret’s bay. Top of the line appliances including a new 52 “ tv and microwave on top of brand new fridge and Samsung oven.Bring your suitcase !",44.66705,-63.91736,2024-03-19
BEAUTIFUL 2 BEDROOM ON CHURCHILL CRESCENT IN DARTMOUTH!,1495,"14 Churchill Court, Dartmouth, NS, B2X 1N4",2024-03-19T16:36:00.000Z,about 8 hours ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,,Professional,,"AVAILABLE FOR RENT IMMEDIATELY,Dartmouth (14 Churchill Cr.) 2 BR- Apartment from $1,495.00 per month (includes Heat and Water!),Parking Available Onsite @ $25/month,Please contact our on-site Property Manager for more information and to set up a viewing at: (902) 462-3544 or at pinegreenpm@macdane.com or marketing@macdane.com",44.68793,-63.52715,2024-03-19
4 Bedroom Apartment for Rent Downtown; Available May 1st,4000,"Oxford St, Halifax, NS",2024-03-18T19:32:51.000Z,a day ago,Apartment,4 + Den,1,"Heat,Water",Not Included,0,1 Year,No,1,No,Laundry (In Building),No,,No,,Owner,,"For more information or to book a viewing please contact Drew,Available May 1st, 2024!,Located just off Quinpool Rd on the north side and perfect for a family or students.,This fantastic location is on the 1 bus route and a short walk to everything the city has to offer. Downtown, hospitals, universities, and shopping, it's close to it all!,The apartment has 4 bedrooms, 1 bathroom spacious kitchen, living room, and dining room. Washer and dryer on site, free of charge. Heat, and hot water included.,**Please note this property is smoke free and dogs are not permitted**",44.64618,-63.60138,2024-03-19
One bedroom available May 1st move in call 902 497 0325,1600,"5760 Inglis Street, Halifax, NS",2024-03-18T19:45:56.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,750,No,Laundry (In Building),No,,Outdoors only,,Owner,,"Address: 5760 Inglis street,Apartment Features:
Convenient Location: This apartment is situated in a highly accessible area, with close proximity to bus routes, universities, grocery stores, and shopping centers.,Downtown Convenience: Enjoy the convenience of being a mere 5-minute walk away from the heart of downtown, making it easy to access all the amenities and entertainment the city has to offer.,Professional Building: Our building is known for its peaceful and professional atmosphere, perfect for individuals seeking a quiet living environment.,Parking: Out door parking available for additional cost,Inclusions: The apartment comes equipped with essential appliances, including a stove and fridge. Additionally, your rent covers the cost of heat , and hot water.,Pet-Friendly: Cat lovers are welcome here.,Viewing Information:,Virtual Tours: We encourage you to make an informed decision by viewing up-to-date photographs of the apartment.,Contact: To schedule a viewing or inquire further, please contact us during our office hours, which are from 10 AM to 5 PM, Monday to Friday.,Phone: Reach us at 902-497-0325.,Email: Feel free to email us at newscotlandfinancial@gmail.com.,Online Applications: For your convenience, you can find our rental application form on our website at www.southendhfx.com.,This apartment offers a perfect blend of convenience, comfort, and a peaceful atmosphere. Don't miss out on this opportunity! Contact us today to learn more and schedule a viewing.",44.63371,-63.57734,2024-03-19
"2 Bedroom, 1 Bath Basement Unit ",1900,"11 Equestrian Ln, Upper Hammonds Plains, NS B4B 1P2",2024-03-18T19:56:41.000Z,a day ago,Apartment,2,1,,Not Included,2,1 Year,Yes,123,No,"Laundry (In Unit),Dishwasher",Yes,,Outdoors only,,Owner,,"2 bedroom basement unit apartment available April 1st. $1,900 a month located in Hammonds Plains, on Equestrian Lane, a 5 minute drive down the PockWock road. Cat & dog friendly (one dog only). Has a heat pump, dishwasher, in unit washer & dryer. Heat & hot water not included. Entry inside the building or deck access on main floor as well. Located in a great school district! Applications available once it has been viewed in person!",44.75902,-63.85706,2024-03-19
2 Bedroom Downtown Apt for Rent; Available May 1st,1900,"Oxford Street, Halifax, NS",2024-03-18T19:57:41.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,No,1,No,Laundry (In Building),No,,No,,Owner,,"Located just off Quinpool Rd on the north side and perfect for a family or students.,This fantastic location is on the 1 bus route and a short walk to everything the city has to offer. Downtown, hospitals, universities, and shopping, it's close to it all!,The apartment has 2 bedrooms, 1 bathroom, kitchen, and living room. Washer and dryer on site free of charge. Heat, hot water, and electricity included.,**Please note this property is smoke free and dogs are not permitted**",44.64621,-63.6014,2024-03-19
Spacious 2 Bedroom- 2 levels of living space- June 15th,2295,"23 Gristmill Court, Halifax, NS, B3M 0B9",2024-03-18T21:30:01.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,www.olympusproperties.ca,"Available June 15th,To apply for this beautiful unit please fill out the online application on our site's homepage: WWW.OLYMPUSPROPERTIES.CA,To view please contact Heather at 902-443-9720.,Large 2 bedroom 2 level unit at 23 Gristmill Court off Chadwick Place in the Clayton Park area of Halifax. On one level is the kitchen, dining room, living room, and pantry. The other level has bedrooms, a bathroom and a linen closet. and a large pantry off the kitchen. The building is surrounded by a beautiful park-like setting with mature trees and a duck pond. Minutes away from Clayton Park Shopping Centre and Lacewood Bus Terminal and you will find everything you need; groceries, pharmacies, banks, restaurants, car and home care, hair salons and more. Rent includes heat, hot and cold water, parking for one, and coin laundry. Sorry, no pets and no smoking.,PICTURES OF A SIMILAR UNIT",44.65949,-63.6585,2024-03-19
Beautiful One bedroom steps from the Hydrostone- $1795.00,1795,"3232 Isleville Street, Halifax, NS, B3K 3Y5",2024-03-18T21:36:00.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,,"To fill out the application please visit our site's homepage: WWW.OLYMPUSPROPERTIES.CA,For inquiries contact Trevor at 902-495-1677.,This beautiful spacious 1 bedroom unit in the sought-after North End of Halifax, has a balcony, laminate floors throughout, and onsite super and coin-operated laundry. Heat, Hot and cold water, fridge, and stove are included in the rent. Parking is available for a fee.,Sorry, no pets and no smoking.",44.66343,-63.60312,2024-03-19
1 bed/bath basement room for rent,1400,"57 Thomas St, Lake Echo, NS B3E 1M6",2024-03-18T21:43:26.000Z,a day ago,Basement,1,1,,Not Included,1,1 Year,No,800,Yes,,No,,No,,Owner,,"1 Bhk basement available in lake echo. 20 minutes drive to Dartmouth and 10 minutes to Cole Harbour. Located in a quiet neighborhood. Has seperate entrance, living room, 1 bed room, dining space/work space, 1 full bath and Kitchen. All utilities included. Available from April 1st onwards. Parking for 1 car available. Address: 57 Thomas st, lake echo B3E 1M6",44.73245,-63.40076,2024-03-19
1 Bedroom + Den Sea Loge Downtown Halifax,,"1715 Lower Water St, Halifax, NS, B3L 0J4",2024-03-18T22:00:01.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,Yes,Not Available,No,,No,,No,,Professional,,"Sea Loge suites overlook the Halifax Harbour and the bustling central courtyard plaza.,STANDARD SUITE DETAILS",44.64814,-63.57146,2024-03-19
