Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name
"Cozy, Furnished, Bachelor Basement Apartment in Sackville",1500.0,"Middle Sackville, NS B4E",2024-02-22T13:56:38.000Z,7 days ago,Basement,Bachelor/Studio,1.0,"Heat,Water",,1,1 Year,No,546,Yes,"Laundry (In Unit),Fridge / Freezer",Yes,Yard,No,,Owner,
1 and 2 bedroom apartment north end construction new build,2075.0,"Bilby Street, Halifax, NS",2024-02-22T13:57:57.000Z,7 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,500,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
South End Bachelor apartment ,1350.0,"5681 Rhuland St, Halifax, NS B3H 4J6",2024-02-22T16:49:28.000Z,7 days ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,No,420,No,"Laundry (In Building),Fridge / Freezer",No,,No,"24 Hour Security,Bicycle Parking,Elevator in Building",Owner,
2 bedroom unit ,1650.0,"Windmill Rd, Dartmouth, NS B3A 1C7",2024-02-22T17:02:35.000Z,7 days ago,Apartment,2,1.0,,Not Included,1,1 Year,No,650,No,,No,,No,,Owner,
Lower Sackville - 2 Bedroom Unit - March 1st!,1850.0,"271 Stokil Drive, Lower Sackville, NS, B4C 4E2",2024-02-22T17:46:13.000Z,7 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.ccpmgroup.ca
Lower Sackville - Large 3 Bedroom - March 1st!,1995.0,"271 Stokil Drive, Lower Sackville, NS, B4C 4E2",2024-02-22T17:46:18.000Z,7 days ago,Apartment,3,1.5,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.ccpmgroup.ca
Several 2 Bedrooms - Available March 1st!,2150.0,"390 Parkland Drive, Halifax, NS, B3S 1N7",2024-02-22T17:46:23.000Z,7 days ago,Apartment,2,2.0,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.ccpmgroup.ca
Modern Building Larry Uteck - 2 Bedroom - March 1st!,2325.0,"420 Larry Uteck Boulevard, Halifax, NS, B3M 0G5",2024-02-22T17:46:29.000Z,7 days ago,Apartment,2,2.0,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.ccpmgroup.ca
Bright Studio Apartment With Power Included - March 1st!,1700.0,"50 Bedford Highway, Halifax, NS, B3M 0J9",2024-02-22T17:46:34.000Z,7 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,Storage Space,Elevator in Building",Professional,www.iconbay.ca
ICON BAY- Penthouse Suite -  2 BR 2.5 B - March 1st,2850.0,"50 Bedford Highway, Halifax, NS, B3M 0J9",2024-02-22T17:46:39.000Z,7 days ago,Apartment,2,2.5,"Heat,Water",Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Storage Space,Elevator in Building",Professional,www.iconbay.ca
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.0,"5511 Charles St., Halifax, NS, B3K 1K1",2024-02-22T17:54:01.000Z,7 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,www.olympusproperties.ca
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.0,"5511 Charles St., Halifax, NS, B3K 1K1",2024-02-22T17:54:01.000Z,7 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,www.olympusproperties.ca
Palace Royale - 1 Bedroom Apartment for Rent,2200.0,"333 Main Avenue, Halifax, NS, B3S 0B6",2024-02-22T17:54:01.000Z,7 days ago,Apartment,1,1.0,Heat,Not Included,0,1 Year,Limited,Not Available,No,Laundry (In Unit),No,,No,Elevator in Building,Professional,www.templetonproperties.ca
Furnished 2 BR North End Flat All Utilities Incl. Available Soon,2500.0,"2315 Clifton Street, Halifax, NS, B3K 4T9",2024-02-22T18:05:27.000Z,7 days ago,Apartment,2,1.0,"Hydro,Heat,Water",,1,1 Year,No,900,Yes,"Laundry (In Building),Fridge / Freezer",No,,No,,Professional,
SPACIOUS BRIGHT 3 BEDROOM 1 BATH FAIRVIEW RENTAL AVAIL NOW!,2300.0,"68 Melrose Avenue, Halifax, NS, B3N 2E4",2024-02-22T18:05:44.000Z,7 days ago,Apartment,3,1.0,Water,Not Included,2,1 Year,Yes,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,,No,,Professional,
MODERN 2ND FLOOR AGRICOLA ST 1 BED 1 BATH UNIT March 15th!,1900.0,"2326 Agricola Street, Halifax, NS, B3K 4B6",2024-02-22T18:06:01.000Z,7 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,Balcony,No,,Professional,
"DARTMOUTH TOP FLOOR 3 BED, 1 BATH IN SUITE LAUNDRY W/ PARKING",2200.0,"56 Chadwick Street, Dartmouth, NS, B2Y 2M3",2024-02-22T18:06:07.000Z,7 days ago,Apartment,3,1.0,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",Yes,,No,,Professional,
CHARMING 1 BED 1 BATH BASEMENT UNIT AVAILABLE NOW!,1450.0,"3248 Veith Street, Halifax, NS, B3K 3H1",2024-02-22T18:06:35.000Z,7 days ago,Basement,1,1.0,,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Professional,www.happyplacepm.com
"Beautiful 1 Bedroom, 1 Bathroom in Lower Sackville - April 1",1700.0,"Sackville Drive, Lower Sackville, NS",2024-02-22T18:26:03.000Z,7 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,850,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"24 Hour Security,Elevator in Building",Owner,
"Spring Garden - Bachelor available at 5770 Spring Garden Road, H",1805.0,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",2024-02-22T18:48:00.000Z,7 days ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,Yes,491,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800.0,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2",2024-02-22T19:00:01.000Z,7 days ago,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,Not Available,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.halifaxqualityhomes.com
"2 Bedroom Condo in Dartmouth. April 1, 2024. Includes Heat.",1850.0,"Bedford, NS B4A 4G4",2024-02-23T10:15:39.000Z,6 days ago,Condo,2,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,No,912,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,Storage Space,Owner,
2 bedroom 2 bathroom penthouse at the Alexander!,4275.0,"5121 Bishop Street, Halifax, NS, B3J 0E5",2024-02-23T12:07:54.000Z,6 days ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,400",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Concierge,Bicycle Parking,Storage Space,Elevator in Building",Professional,killamreit.com
Beautiful 2 bedroom available for March 1st!,2450.0,"2060  Quingate Place, Halifax, NS, B3L 4P7",2024-02-23T12:08:45.000Z,6 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,Bicycle Parking,Professional,killamreit.com
"Glenbourne Gardens - 2 Bedroom, 2 Bathroom Apartment for Rent",1975.0,"634 Parkland Drive, Halifax, NS, B3S 1M8",2024-02-23T13:18:00.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,,Yes,"Gym,24 Hour Security,Elevator in Building",Professional,www.hazelviewproperties.com
"Azure - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2300.0,"16 Bently Drive, Halifax, NS, B3S 0G9",2024-02-23T13:30:00.000Z,6 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,Laundry (In Unit),No,Balcony,No,"Gym,Storage Space",Professional,www.hazelviewproperties.com
"Terrace View - 2 Bedroom, 1 Bathroom Apartment for Rent",2050.0,"41 Cowie Hill Road, Halifax, NS, B3P 2M7",2024-02-23T13:42:00.000Z,6 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Storage Space,Elevator in Building",Professional,www.hazelviewproperties.com
1 Bdrm Apartments Available May 1st Next to Dalhousie!,2050.0,"1521 Lemarchant Street, Halifax, NS",2024-02-23T14:34:31.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,690,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Elevator in Building",Professional,
Modern 1 Bed 1 Bath || $1895 || April || Incl Parking Heat Water,1895.0,"Supreme Court, Halifax, NS",2024-02-23T14:44:17.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",,1,1 Year,Limited,700,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
Northwood Manor's Supportive Living Apartments,1994.0,"Halifax, NS B3K 3C5",2024-02-23T15:18:52.000Z,6 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",,0,Month-to-month,Limited,300,No,,No,,No,Elevator in Building,Professional,
Bachelor Units for Rent - Move in Ready,1300.0,"1271 Church Street, Halifax, NS, B3J 3L3",2024-02-23T17:09:41.000Z,6 days ago,Apartment,Bachelor/Studio,1.0,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,Elevator in Building,Professional,
One Bedroom Units for Rent - Move in Ready,1650.0,"1271 Church Street, Halifax, NS, B3J 3L3",2024-02-23T17:09:47.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,,Professional,
Cunard Court – Lowrise - 1 Bdrm available at 2073-2077 Brunswick,1995.0,"2077 Brunswick Street, Halifax, NS, B3K 5T8",2024-02-23T17:57:15.000Z,6 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,620,No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,"Bicycle Parking,Storage Space",Professional,www.capreit.ca
"Modern, Urban 2-Bedroom + Den for Rent in South Bedford!",2795.0,"81 Dellridge Lane, Bedford, NS, B4A 0K2",2024-02-23T17:57:39.000Z,6 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Elevator in Building",Professional,www.realstar.ca
"The Junction - 1 Bedroom, 2 Bathroom, PH Apartment for Rent",2505.0,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",2024-02-23T18:00:31.000Z,6 days ago,Apartment,1,2.0,,Not Included,0,1 Year,Yes,880,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Professional,www.hazelviewproperties.com
Fantastic 1 bedroom Close to Irving shipyards/Stadacona,1995.0,"5511 Charles St., Halifax, NS, B3K 1K1",2024-02-23T18:42:01.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.olympusproperties.ca
1 Bedroom Unit Mins to Downtown - March 1st!,1650.0,"3260 Barrington Street, Halifax, NS, B3K 0B5",2024-02-23T18:42:01.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.ccpmgroup.ca
"Lease take over!! 1 BED 1 BATH, CONNAUGHT AVENUE",1890.0,"Connaught Avenue, Halifax, NS",2024-02-23T18:45:34.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Yes,500,No,Laundry (In Unit),No,"Yard,Balcony",No,,Owner,
Beautiful 1 bedroom unit in Central Fairview! $1795.00,1795.0,"2 SYBYL COURT, HALIFAX, NS, B3M 1G8",2024-02-23T19:00:01.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,
Beautiful One Bedroom Central Fairview-$1695.00,1695.0,"15 Borden Street, Halifax, NS, B3N 2V6",2024-02-23T19:00:02.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.olympusproperties.ca
Large 3 Bedroom in Eastern Passage with a View,1800.0,"Eastern Passage, NS B3G 1G8",2024-02-23T20:30:51.000Z,6 days ago,Duplex/Triplex,3,1.0,Water,Not Included,1,1 Year,Limited,"1,200",No,"Laundry (In Unit),Fridge / Freezer",No,"Yard,Balcony",Outdoors only,,Owner,
"1 bed+1 den, 1 beth for Friends or couple (furnitured)",1850.0,"769 Bower Rd, Halifax, NS B3H 4N3",2024-02-23T21:34:47.000Z,6 days ago,Basement,2,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,No,750,Yes,Fridge / Freezer,No,,No,,Owner,
"Bently - 1 Bedroom, 1 Bathroom Apartment for Rent",1995.0,"15 Bently Drive, Halifax, NS, B2S 0G2",2024-02-23T21:42:01.000Z,6 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Storage Space,Elevator in Building",Professional,www.hazelviewproperties.com
West End Halifax. 2-BR. Heat. $2250 / 1-Apr-2024 (or earlier),2250.0,"Duncan Street, Halifax, NS",2024-02-23T22:58:47.000Z,6 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,650,No,Laundry (In Unit),No,Yard,No,,Owner,
1bedroom apartment (private),1200.0,"Windsor Junction Rd, Windsor Junction, NS B2T",2024-02-23T23:16:30.000Z,6 days ago,Apartment,1,1.0,"Hydro,Heat,Water",,1,1 Year,No,700,No,Laundry (In Unit),No,Yard,No,,Owner,
NEW2 bdrm/1 den- 50+ community - Move-in ready! Hammonds Plains,2295.0,"183 Appaloosa Run, Upper Hammonds Plains, NS",2024-02-24T21:45:00.000Z,5 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,1,1 Year,Limited,"1,395",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,
"Beautiful 2 bedroom unit, in sought after North-End $2095.00",2095.0,"5250 Vestry Street, Halifax, NS, B3K 2N9",2024-02-24T22:54:00.000Z,5 days ago,Apartment,2,1.0,"Heat,Water",,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,24 Hour Security,Professional,
Apartment for Rent,2400.0,"Cunard Street, Halifax, NS",2024-02-24T23:20:25.000Z,5 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Limited,825,No,Laundry (In Unit),Yes,,No,"Bicycle Parking,Elevator in Building",Owner,
Beautiful bachelor apartment for March 15th!,1695.0,"5885 Spring Garden Road, Halifax, NS, B3H 1y3",2024-02-24T23:54:00.000Z,5 days ago,Apartment,Bachelor/Studio,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,"Pool,Concierge",Professional,killamreit.com
"24-016 Lovely furnished condo. Halifax,  Heat and Lights incl",2000.0,"Dunbrack Street, Halifax, NS, B3M 3G7",2024-02-25T17:19:30.000Z,4 days ago,Apartment,1,1.0,"Hydro,Heat,Water",,1,1 Year,Limited,Not Available,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Concierge,Bicycle Parking,Elevator in Building",Professional,www.halifaxqualityhomes.com
1 Bedroom Sea Loge Downtown Halifax,,"1715 Lower Water St, Halifax, NS, B3L 0J4",2024-02-25T17:36:05.000Z,4 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Yes,Not Available,No,,No,,No,,Professional,
1 Bedroom City Scape Downtown Halifax,,"1715 Lower Water St, Halifax, NS, B3L 0J4",2024-02-25T17:48:00.000Z,4 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Yes,Not Available,No,,No,,No,,Professional,
1 Bedroom City Scape Downtown Halifax,,"1715 Lower Water St, Halifax, NS, B3L 0J4",2024-02-25T17:48:00.000Z,4 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Yes,Not Available,No,,No,,No,,Professional,
NORTH END APARTMENT,1900.0,"Halifax, NS B3K 5G8",2024-02-25T19:04:15.000Z,4 days ago,Duplex/Triplex,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,700,No,"Laundry (In Unit),Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,,Owner,
2-Bedroom Basement Apartment (Term Lease),2200.0,"Lawrencetown, NS B2Z",2024-02-25T19:09:26.000Z,4 days ago,Basement,2,1.0,"Hydro,Heat,Water",,2,Month-to-month,No,850,Yes,Fridge / Freezer,Yes,Yard,No,,Owner,
2 Beds 2 Baths - Apartment in Queen's Marque,3660.0,"1715 Lower Water Street, Halifax, NS",2024-02-25T19:18:58.000Z,4 days ago,Condo,2,2.0,"Hydro,Water",,0,1 Year,Yes,989,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Pool,Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
One bedroom near downtown Dartmouth ,1675.0,"Crichton Ave, Dartmouth, NS, B3A3R3",2024-02-25T20:09:16.000Z,4 days ago,Apartment,1,1.0,,Not Included,1,1 Year,No,600,No,,No,,No,,Professional,
Modern All Inclusive 2 Bedroom Penthouse Apt Inglis St,2699.0,"5357 Inglis St, Halifax, NS B3H 1J4",2024-02-25T23:00:34.000Z,4 days ago,Apartment,2,2.0,"Hydro,Heat,Water",,0,1 Year,Yes,"2,200",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Bicycle Parking,Storage Space",Owner,
"Harbour View Apartments - 3 Bdrm - 2334 Longard Plaza, 2309, 231",3070.0,"2334 Longard Plaza, Halifax, NS, B3K 5K6",2024-02-26T00:31:58.000Z,4 days ago,Apartment,3,1.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,053",No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Elevator in Building",Professional,www.capreit.ca
"Renovated 1 bedroom on the Dartmouth waterfront, Available NOW!",1695.0,"223 Windmill Rd., Dartmouth, NS, B3A 4M6",2024-02-26T00:32:22.000Z,4 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Bicycle Parking",Professional,
Ready Jan 1st One Bedroom + Den Apartment in Clayton Park,2095.0,"333 Main Avenue, Halifax, NS, B3S 0B6",2024-02-26T00:32:30.000Z,4 days ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,250",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.templetonproperties.ca
FULLY RENOVATED UNIT DARTMOUTH WATERFRONT  Available now!,1695.0,"249 Windmill Road, Dartmouth, NS, B3A 4M6",2024-02-26T00:32:30.000Z,4 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Bicycle Parking",Professional,www.olympusproperties.ca
1 Bed 1 Bath,1500.0,"1452 Brenton St, Halifax, NS B3J 2K7",2024-02-26T00:40:00.000Z,4 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,250,No,"Laundry (In Unit),Fridge / Freezer",Yes,Balcony,No,"Gym,Concierge,24 Hour Security,Storage Space,Elevator in Building",Owner,
Dog friendly all inclusive studio/bachelor  ,1200.0,"Trunk 2, Halifax, B2T 1J3",2024-02-26T00:44:44.000Z,4 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat",Not Included,1,Month-to-month,Yes,400,No,Laundry (In Building),No,"Yard,Balcony",Yes,,Owner,
"Fully-Furnished, Self-Contained, 1-Bedroom Unit",1900.0,"Brook Street, Halifax, NS",2024-02-26T02:43:31.000Z,4 days ago,Apartment,1 + Den,1.0,"Hydro,Heat",,1,Month-to-month,Limited,950,Yes,Laundry (In Unit),Yes,Yard,No,,Owner,
2 Bedroom flat in Halifax,2300.0,"Philip Street, Halifax, NS",2024-02-26T11:47:07.000Z,3 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Yes,"1,000",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,Storage Space,Owner,
New CAEL Rough Terrain outdoor forklift 3T/5T diesel,45499.0,,,,,,,,,,,,,,,,,,,Dealer,
2 Bedroom/2Bathroom for June 1,2100.0,"67 Tacoma Drive, Dartmouth, NS",2024-02-26T13:59:26.000Z,3 days ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,No,"1,352",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
1 Bed + Den Modern New Seniors/Adults Only Complex $1995 Sept,1995.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-26T14:12:08.000Z,3 days ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,000",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
2 Bed + Den $2295 Hammonds Plains 50+ Adults/Seniors Only,2295.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-26T14:44:29.000Z,3 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,400",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
2 Bedroom + DEN in Halifax for June,3450.0,"6016 Pepperell Street, Halifax, NS, B3H 2N8",2024-02-26T19:50:51.000Z,3 days ago,Apartment,2 + Den,2.5,,Not Included,0,1 Year,Limited,"1,313",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,Bicycle Parking,Storage Space",Professional,thegeorgeresidence.com
2 Bedroom + DEN in Halifax for June,2795.0,"6016 Pepperell Street, Halifax, NS, B3H 2N8",2024-02-26T19:50:55.000Z,3 days ago,Apartment,2 + Den,2.0,,Not Included,0,1 Year,Limited,"1,039",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,Bicycle Parking,Storage Space",Professional,thegeorgeresidence.com
1 Bedroom + DEN Downtown Halifax for June,2145.0,"1530 Birmingham Street, Halifax, NS, B3J 0B5",2024-02-29T18:56:55.000Z,32 minutes ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,No,689,No,"Laundry (In Unit),Fridge / Freezer",No,,No,"Gym,24 Hour Security,Storage Space",Professional,vertusuites.com
2 Bedroom in Halifax for June,2395.0,"7037 Mumford Rd, Halifax, NS, B3L 2J1",2024-02-29T18:57:00.000Z,32 minutes ago,Apartment,2,1.0,,Not Included,0,1 Year,Limited,936,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,west22living.com
2 Bedroom in Halifax for June,2395.0,"7037 Mumford Rd, Halifax, NS, B3L 2J1",2024-02-29T18:57:00.000Z,32 minutes ago,Apartment,2,1.0,,Not Included,0,1 Year,Limited,936,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,west22living.com
3 bedroom apartment-Albro lake road,2650.0,"6533 Edgewood Ave, Halifax, NS B3L 2P1",2024-02-26T19:51:46.000Z,3 days ago,Apartment,3,1.0,,Not Included,0,1 Year,No,"1,000",No,,No,,No,,Owner,
FULLY RENOVATED,1600.0,"18 Penny Avenue, Halifax, NS",2024-02-26T20:20:45.000Z,3 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,600,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Owner,
HAMMONDS PLAINS Equestrian Lane 2 Bedroom unit for May,2000.0,"11 Equestrian Lane, Upper Hammonds Plains, NS, B4B 1P2",2024-02-26T21:36:04.000Z,3 days ago,Apartment,2,1.0,Water,Not Included,2,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Professional,
"Bedford 2 Bedroom, 2 Bath + Den Apartment for Rent:",2760.0,"120 Tilbury Avenue, Bedford, NS, B4B 1A1",2024-02-26T21:43:46.000Z,3 days ago,Apartment,2,2.0,,Not Included,0,1 Year,No,1,No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca
1 Bedroom Downtown Halifax for June,1595.0,"1343 Barrington Street, Halifax, NS, B3J 1Y9",2024-02-26T21:54:04.000Z,3 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,520,No,Laundry (In Building),No,,No,,Professional,www.444rent.com
1 Bedroom Downtown Halifax for June,1395.0,"5984 Spring Garden Rd, Halifax, NS, B3H 1Y7",2024-02-26T21:54:04.000Z,3 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Limited,396,No,,No,,No,,Professional,www.444rent.com
HUGE 3 Bedroom Apartment - March 1 or April 1 - 104 Pinecrest,2350.0,"104 Pinecrest Drive, Dartmouth, NS, B3A 2J9",2024-02-26T21:54:04.000Z,3 days ago,Apartment,3,1.0,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,
