Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description
"LARGE TWO BEDROOM WITH BALCONY STEPS TO DOWNTOWN, DAL & SMU!!!",2449,"5713 Victoria Rd, Halifax, NS, B3H 2Y3",2024-03-06T15:19:44.000Z,about 11 hours ago,Apartment,2,1.5,"Heat,Water",Not Included,0,1 Year,Yes,800,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,Elevator in Building,Professional,www.northpointhfx.com,"AVAILABLE MAY 1ST!!!,PET FRIENDLY!!!,2 BEDROOM!!!,VIRTUAL TOUR: https://my.matterport.com/show/?m=eYZ41mnCunV,Located in South End Halifax, 5713 Victoria Road is just minutes away from the heart of the city, Dalhousie University and Saint Marys University.,Available May 1st, this sizeable two-bedroom apartment features two large bedrooms, 1.5 bathrooms, hardwood floors throughout, plenty of storage space and a large private balcony.,Rent is $2,449 per month, including heat, water and hot water. Electricity can be included for an additional $120 per month.,Laundry facilities are located in the building, and on-site parking is available.,For more information and to schedule an in-person viewing, please call 902 492 1941 or visit us at www.northpointhfx.com. ,Unfortunately, we are not doing Skype/virtual viewings at this time.,***Photos and Virtual tour are of a model suite in the building with the same layout and finishes***"
"2 Bedroom Apartment for Rent - 211, 221 Glenforest Drive",2649,"221 Glenforest Drive, Halifax, NS, B3M 1J3",2024-03-05T20:27:39.000Z,a day ago,Apartment,2,1,,Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Unit),No,,No,,Professional,www.metcap.com,
"Dartmouth 1 Bedroom Apartment for Rent - 1, 6, 7, 10 Crystal Dri",1741,"10 Crystal Drive, Dartmouth, NS, B3A 4G6",2024-03-05T20:37:34.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,607,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Professional,www.metcap.com,
Looking for one bedroom apartment ,,"8 Gordon Ct, Lower Sackville, NS B4E 1W6",2024-03-05T20:38:58.000Z,a day ago,Apartment,1,1,,Not Included,1,1 Year,No,750,No,,No,,No,,Owner,,Hi I am a single male employed full time looking for an apartment in the Halifax area. Please get back to me if you happen to have one available. Thank you
2 Bedroom Apartment for Rent - 200 Willet Street,2461,"200 Willet Street, Halifax, NS, B3M 3C5",2024-03-05T20:43:46.000Z,a day ago,Apartment,2,1,,Not Included,0,1 Year,No,981,No,Laundry (In Building),No,,No,,Professional,www.metcap.com,
1 Bedroom Apartment for Rent - 200 Willet Street,2018,"200 Willet Street, Halifax, NS, B3M 3C5",2024-03-05T20:43:51.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,No,747,No,Laundry (In Building),No,,No,,Professional,www.metcap.com,
"Dartmouth 1 Bedroom Apartment for Rent - 36, 60, 65 Primrose Str",1794,"65 Primrose Street, Dartmouth, NS, B3A 4C5",2024-03-05T20:54:36.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,047",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing."
"Dartmouth Bachelor Apartment for Rent - 36, 60, 65 Primrose Stre",1699,"65 Primrose Street, Dartmouth, NS, B3A 4C5",2024-03-05T20:54:41.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Yes,429,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing."
Cozy apartment for rent ,900,"5275 Young St, Halifax, NS B3K 1Z2",2024-03-05T20:55:04.000Z,a day ago,Apartment,1,1,"Hydro,Heat,Water",,1,Month-to-month,Yes,650,Yes,,Yes,,Yes,,Owner,,"Cozy Apartment Awaits You!
Ready-to-move-in, private 1-bedroom haven with everything you need.
Skip the hassle, just send your email and phone number for details!
NOTE: ONLY RESPONSE WITH EMAIL ADDRESS WILL BE RESPONDED TO
This quiet haven offers:
Private entrance & bathroom
Living room, kitchen, dining area
Washer/dryer
Utilities & Wi-Fi included!
Address: 5275 Young St, Halifax, NS B3K 1Z2, Canada
1 bed 1 bath apartment
Rent: 900
Cat and Dog allowed
Furnished YES
Smoking allowed YES
PARKING AVAILABLE
AC available YES
Property square meter ft: 650"
77 Executive - 1 Bedroom Apt in a beautiful Sackville Home!,1800,"77 - Lower Executive Drive, Sackville, NS, B4E 3A7",2024-03-05T21:37:45.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Fridge / Freezer",Yes,Balcony,No,,Professional,www.ansellproperties.ca,"~ Modern, new construction, spacious , This beautiful apartment is bright with lots natural light and open concept Living, Dining Room & Kitchen. This apartment features large windows, engineered hardwood, cove mouldings, Egger kitchen cabinets and lots of storage. In unit laundry and private entrance with extended ground level deck!,Parking and all utilities included in this amazing rental property. Executive Drive is located in an area of newer homes, near all amenities with access to the highway makes it an easy commute for getting to work, shopping and the airport."
303 McFatridge  - 1 Bedroom Apt with View of Bedford Basin!,1600,"303-33 McFatridge Road, Halifax, NS, B3N 2R2",2024-03-05T21:37:50.000Z,a day ago,Apartment,1,1,Water,Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.ansellproperties.ca,
Victoria Road Dartmouth spacious 2 bedroom includes heat,2000,"222 Victoria Road, Dartmouth, NS, B3A 1W5",2024-03-05T21:38:06.000Z,a day ago,Apartment,2,1,Water,Not Included,1,1 Year,Yes,Not Available,No,Fridge / Freezer,No,,No,Storage Space,Professional,www.ansellproperties.ca," Lovely, renovated 2 Bedroom upper level flat in well kept building on Victoria Road! Many upgrades including newer laminate flooring, fresh paint and cabinetry. Large windows makes it a nice bright space!,Shared laundry in building, 1 parking spot and on a direct bus route. This is a great location, near everything with easy access to MacDonald Bridge and downtown Dartmouth!"
"Central Halifax Modern Bachelor-Heat. HW, Incl NO PARKING-",1050,"5783 North St.apt #302, Halifax, NS, B3K 1N6",2024-03-05T21:54:00.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,Bicycle Parking,Professional,,"302 for $1,050 per month .,Modern self contained bachelor apartment in Secure Apt building.Unit has full size bathroom with full size bathtub, shower, medicine cabinet and vanity, Kitchen has a fair amount of cupboards and counter space, there is a mini fridge, and two burners for your stove. Your sink, fridge, and stove, are one unit next to your counter. You may need a microwave, or a toaster oven.,There is coin operated laundry in the building, and NO PARKING. This is in walking distance to downtown and universities it is also on a great bus route.,Includes heat, and hot water.,Bus Route in all four directions from building.,Watch the video using this link https://youtube.com/shorts/htjephlULDA?featur,If interested contact George at 902-223-4659 or call or text Joe at 902-233-1299."
"BACHELOR/ STUDIO  UNIT AVAIL. MARCH 01, 2024",1425,"Halifax, NS B3H 4K2",2024-03-05T22:00:33.000Z,a day ago,Apartment,Bachelor/Studio,1,"Hydro,Heat,Water",Not Included,0,1 Year,No,400,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,Yes,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.arcmanagement.ca,"SOUTH END HALIFAX, Tobin Street, which crosses Barrington and Queen. This unfurnished BACHELOR unit is located on the 1st floor with patio to lawn that rents for $1425 that includes heat, hot water and electricity. Unit has laminate wood flooring and ceramic tiles throughout. It comes with a fridge, stove ,dishwasher. The building, Skyline Towers, is very close to amenities with a large grocery stores, Tim Hortons, bus route and other shops within a very short walking distance.
Dalhousie University (DAL), Saint Mary's University (SMU), DAL Tech and NSCAD, Public Gardens, Point Pleasant Park, Farmer's Market, are all very close by, shopping on spring garden and easy walking to the many Halifax restaurants.
Laundry facilities are in the building, and underground parking has a monthly fee. No pets are allowed.
If you are interested in renting this apartment please respond to this ad or call Kirk at 902 422 3836 or 902 423 4509."
Sharing room available for rent,475,"Halifax, NS B3J 1B4",2024-03-05T22:47:36.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,No,"1,050",No,Laundry (In Unit),No,Balcony,No,"24 Hour Security,Storage Space,Elevator in Building",Owner,,Hey one sharing room available from 31st march rent is 475 plus electricity call me at 902-441-7523
5587 A Morris St - 4 Bedroom Apartment - May 1 $1250 EACH,1250,"Morris St, Halifax, NS, B3J 1C1",2024-03-05T22:48:00.000Z,a day ago,Apartment,4,1,"Hydro,Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.pejkrentals.ca,
"Bedford 2 Bedroom, 2 Bath + Den Apartment for Rent:",2760,"120 Tilbury Avenue, Bedford, NS, B4B 1A1",2024-03-06T00:34:08.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,No,"1,505",No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Brookside Terrace is a brand-new luxury rental apartment community with a mix of one, two, and three bedroom suites with optional dens. Tenants will have exclusive access to our on-site gym, social lounge with a full kitchen, and outdoor patios. Brookside Terrace has everything you need, including open-concept designs, in-suite laundry, large balconies, underground parking, and plenty of storage space., "
2 Bedroom Apartment for Rent in Dartmouth!  Baker and Portland,2745,"144 Baker Drive, Dartmouth, NS, B2W 6L4",2024-03-05T15:19:51.000Z,a day ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.realstar.ca,"Live near Portland Street with easy access to the Circumfrential Highway. Steps to Russell Lake, Penhorn Mall and Sobeys. All these conveniences compliment your bright and airy, condo-styled living space. Baker Arms and Wexford Apartments ideal for those seeking mature, professional surroundings.,Live well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.,The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!, 902-703-6543,vailability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. & O.E."
Dartmouth 2 Bedroom (2 Bath) Apartment for Rent:,2385,"79 Holtwood Court, Dartmouth, NS, B2W 0M9",2024-03-05T15:22:06.000Z,a day ago,Apartment,2,2,Heat,Not Included,0,1 Year,No,"1,284",No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Featuring spectacular views of the Halifax Harbour and the Downtown Halifax skyline, enjoy luxurious living at The Ashton in Russell Lake West Subdivision.  ,In-suite laundry, quartz countertops, large wrap-around balconies, and air conditioning in all units, are just a few of the luxuries at The Ashton. Premium on-site facilities include a fully equipped fitness centre, indoor car wash bay, and the grand rooftop terrace where you can gather for social events and enjoy the million-dollar view. , ,Feel safe and secure with electronic keyless entry, video monitoring throughout the building, and a bright underground parking lot.  "
Dartmouth 2 Bedroom Apartment for Rent:,2245,"80 Holtwood Court, Dartmouth, NS, B2W 1G1",2024-03-05T15:22:16.000Z,a day ago,Apartment,2,2,Heat,Not Included,0,1 Year,Yes,"1,210",No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Condo-style living without the fees at The Kensington! This luxury community has everything you need – on-site fitness facilities, car wash bay, and indoor parking. Enjoy stunning views of the Halifax Harbour from your large balcony or the rooftop lounge. Each suite features six modern appliances, hardwood and ceramic floors, and quartz counter tops."
Renovated 2 Bedroom Apartment - Macara Street,1785,"5834 Macara Street, Halifax, NS",2024-03-05T15:30:32.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,680,No,Laundry (In Building),No,,No,,Professional,,"Renovated 2 bedroom apartment in a small 3 level building available May 1, 2024.,Conveniently located 2 minutes away from the Hydrostone, 5834 Macara Street is close to many thriving amenities including but not limited to Shoppers, Rona, Superstore, NSLC, bus routes, banks, numerous dining options as well as being within walking distance to the Stadacona Military Base.,The renovations include:
Bathroom - new tub surround, new toilet , new sink & vanity
Kitchen - new cabinets, new countertops and upgraded appliances (fridge, stove & range hood)
Overall building/unit - fresh paint, no carpeting, luxury vinyl plank flooring, new windows,Rent is $1,785,00 and includes heat, hot water, parking for 1 vehicle and free use of on-site laundry facilities (not coin op) to residents only.,Viewings can be made through the Superintendent at 902-817-1271. Should you be interested in applying, please contact Antoine at abrown@realestate360.ca"
